PassengerId,Survived
892,4.79570989136e-12
893,1.46953527503e-16
894,1.24206556991e-20
895,2.8292359932e-09
896,3.12883650137e-06
897,9.19888688983e-05
898,2.10345912149e-09
899,2.36927629846e-06
900,2.47483858261e-05
901,4.88732718422e-06
902,1.4969339331e-09
903,8.0176877161e-10
904,1.06074412727e-05
905,6.19012384028e-16
906,3.26691779817e-08
907,8.09733832706e-05
908,6.39657361382e-10
909,1.65808116564e-07
910,5.2994153797e-09
911,4.36836313144e-15
912,2.32771467393e-10
913,2.64315840988e-05
914,0.000256118651766
915,5.87539085919e-06
916,1.38665863406e-21
917,5.00252362842e-16
918,4.19514138869e-05
919,4.76259191752e-08
920,4.91895717111e-08
921,1.95069679773e-07
922,7.16835983041e-12
923,3.64286925008e-06
924,0.000182128430247
925,0.00666639746435
926,4.98575347346e-07
927,1.33062970672e-06
928,2.0879417936e-08
929,4.98235847759e-06
930,2.992372359e-08
931,4.76173510282e-07
932,2.5160699431e-12
933,3.63696238591e-05
934,1.26542902209e-14
935,4.68175972301e-07
936,1.09004764442e-07
937,8.09248489696e-09
938,4.76959833234e-09
939,2.29671064025e-09
940,3.80339645187e-10
941,5.8114996939e-10
942,3.67266316653e-06
943,1.00223047021e-06
944,0.625929716628
945,9.27726927806e-26
946,3.57849116045e-07
947,0.625929716628
948,1.93109131545e-12
949,6.44048930207e-09
950,9.91248366653e-08
951,1.25760641671e-12
952,5.86655634858e-06
953,1.1085419928e-08
954,2.30101895866e-06
955,1.76554149534e-06
956,5.39614592073e-18
957,5.01321347019e-05
958,5.58673102001e-05
959,2.86077367447e-08
960,6.72600817099e-06
961,5.85998786116e-30
962,3.4162009819e-07
963,2.19913760898e-07
964,3.56692791264e-09
965,1.51548680203e-05
966,5.8896602796e-11
967,1.24469621884e-11
968,1.70139852274e-09
969,5.5486892617e-12
970,3.83120811412e-08
971,3.4162009819e-07
972,0.000600941631503
973,1.06405937376e-16
974,1.37926774242e-10
975,1.4969339331e-09
976,2.40442906803e-08
977,8.04296346977e-08
978,3.13766960786e-08
979,3.57232152367e-05
980,2.81850374109e-08
981,0.00505358189839
982,1.36146313688e-05
983,1.3540759247e-09
984,0.625929716628
985,1.70139852274e-09
986,4.9195571157e-05
987,7.26931186304e-09
988,1.49118887363e-12
989,2.90657804895e-10
990,5.93247316766e-06
991,1.15812699488e-11
992,1.16046163373e-07
993,5.14682791135e-06
994,2.29671064025e-09
995,3.11041253592e-09
996,2.82524156911e-05
997,8.22630260105e-07
998,3.57837597632e-07
999,2.29671064025e-09
1000,2.94916327531e-09
1001,6.87726695443e-05
1002,3.10273517596e-11
1003,2.88767243138e-08
1004,1.20125906408e-05
1005,2.24754033043e-05
1006,3.58939238214e-15
1007,1.5798321341e-05
1008,5.86933796184e-10
1009,0.0336838782483
1010,5.73415018962e-08
1011,2.09529558444e-05
1012,0.0229416722248
1013,6.46680786022e-10
1014,1.10833141002e-06
1015,3.81203421663e-10
1016,2.29671064025e-09
1017,0.000456054741695
1018,8.81085795218e-08
1019,4.32682586886e-06
1020,1.87771564655e-12
1021,2.0622009228e-08
1022,2.66030335791e-11
1023,3.18464374205e-11
1024,0.625929716628
1025,1.65261919173e-10
1026,2.49116783352e-15
1027,1.75277793417e-08
1028,1.71058035046e-09
1029,8.44197361095e-07
1030,5.81323735614e-07
1031,0.625929716628
1032,0.625929716628
1033,9.87118250325e-09
1034,2.7089345742e-24
1035,7.96559220789e-06
1036,9.68390376537e-09
1037,0.625929716628
1038,6.23560777484e-06
1039,1.08813027633e-07
1040,3.63696238591e-05
1041,3.24508243707e-07
1042,7.0911493921e-06
1043,1.96988864552e-09
1044,2.75900859591e-19
1045,2.87573849627e-11
1046,0.625929716628
1047,1.36155300336e-08
1048,2.4797317553e-10
1049,4.94099042848e-07
1050,9.68390376537e-09
1051,3.86518425484e-07
1052,2.77969224276e-08
1053,0.000444288685214
1054,1.25476110294e-05
1055,7.11514171036e-10
1056,4.3132517089e-12
1057,4.0026502329e-06
1058,8.55810173416e-09
1059,0.625929716628
1060,0.00024011636056
1061,2.78915513023e-06
1062,1.12333586317e-09
1063,1.12864143524e-09
1064,5.81006064519e-07
1065,1.13258415174e-09
1066,0.625929716628
1067,0.000330070751934
1068,0.000484420221881
1069,4.14887173283e-10
1070,0.625929716628
1071,1.23791319975e-11
1072,3.83120811412e-08
1073,4.29460727537e-09
