PassengerId,Survived
892,0.124926977676
893,0.467204629356
894,0.134721510465
895,0.136443033388
896,0.489877244442
897,0.148841330241
898,0.666345521383
899,0.209572876579
900,0.698157021663
901,0.130863268984
902,0.113198524466
903,0.260173489689
904,0.914078363858
905,0.114634763721
906,0.893309588252
907,0.870994945132
908,0.185712135316
909,0.148210006751
910,0.525234506286
911,0.579394514479
912,0.295172291097
913,0.574160396792
914,0.907967603951
915,0.406933047997
916,0.877041122003
917,0.120142389445
918,0.918078715581
919,0.146571182
920,0.347702036432
921,0.239470254107
922,0.136869371942
923,0.212390488746
924,0.49613625011
925,0.392348289944
926,0.423368140805
927,0.151069586855
928,0.50605470766
929,0.521677423655
930,0.138164159267
931,0.252242763975
932,0.131949533979
933,0.369046453762
934,0.106189477357
935,0.839146675531
936,0.902224074641
937,0.157673075214
938,0.360651159703
939,0.129496454458
940,0.89265132799
941,0.501429672147
942,0.384939761372
943,0.187243252628
944,0.843877774276
945,0.887962600456
946,0.18221808733
947,0.166787050123
948,0.109746798942
949,0.133687608198
950,0.129486963604
951,0.918153926268
952,0.141178295482
953,0.163742969776
954,0.140146665531
955,0.679437426708
956,0.354714654592
957,0.86021062135
958,0.685370344373
959,0.323930661426
960,0.389255254523
961,0.850069279377
962,0.676327318576
963,0.137258251738
964,0.536798854435
965,0.394294315138
966,0.91679725228
967,0.388315900979
968,0.134083315823
969,0.833919501291
970,0.166556526128
971,0.676327318576
972,0.668724524185
973,0.231206835618
974,0.254760719604
975,0.113198524466
976,0.194296089376
977,0.137971412155
978,0.671483837601
979,0.527050859104
980,0.668090133131
981,0.741900350147
982,0.505945427838
983,0.113189011107
984,0.897134970068
985,0.134083315823
986,0.322809135576
987,0.133700706438
988,0.867124394454
989,0.154472731553
990,0.56789821496
991,0.131954827556
992,0.90732370901
993,0.16185831102
994,0.129496454458
995,0.132867360276
996,0.608743702223
997,0.136829152035
998,0.157233991081
999,0.129496454458
1000,0.134135571489
1001,0.185201953439
1002,0.165323503461
1003,0.668095459701
1004,0.906067820266
1005,0.708730516638
1006,0.883612399993
1007,0.148485392042
1008,0.122096791286
1009,0.678783349141
1010,0.394773655093
1011,0.85030616567
1012,0.877955293749
1013,0.121975885048
1014,0.90524814886
1015,0.131224668431
1016,0.129496454458
1017,0.556085925905
1018,0.136327451528
1019,0.670948248363
1020,0.150828877104
1021,0.138887420258
1022,0.132645093521
1023,0.3449765819
1024,0.238875611348
1025,0.115882420943
1026,0.105136389549
1027,0.134559398619
1028,0.1424739658
1029,0.172655485944
1030,0.517788319635
1031,0.123916256843
1032,0.235993851741
1033,0.916635004033
1034,0.196111628821
1035,0.171692923139
1036,0.344956946574
1037,0.124331666161
1038,0.359879569785
1039,0.140662079383
1040,0.369046453762
1041,0.148609110836
1042,0.918637346207
1043,0.122235898316
1044,0.105903374524
1045,0.460755540915
1046,0.150364129487
1047,0.134531359017
1048,0.921184912401
1049,0.562276370755
1050,0.344956946574
1051,0.481862358831
1052,0.668087086663
1053,0.589968408752
1054,0.844357823312
1055,0.113128055989
1056,0.151993661573
1057,0.523566510448
1058,0.344126899716
1059,0.147591544298
1060,0.90071739552
1061,0.519865212801
1062,0.113171300481
1063,0.141989056552
1064,0.134043041314
1065,0.12217224346
1066,0.134212474792
1067,0.876676829094
1068,0.88824447965
1069,0.296503963411
1070,0.844401620954
1071,0.858207384895
1072,0.166556526128
1073,0.362924196513
1074,0.92283464891
1075,0.129496454458
1076,0.92097497494
1077,0.153571108434
1078,0.860623928522
1079,0.132396376917
1080,0.19113715872
1081,0.153184492102
1082,0.152834235491
1083,0.291767297242
1084,0.225972674559
1085,0.136041687364
1086,0.566951347395
1087,0.111067968454
1088,0.782246094301
1089,0.5715258882
1090,0.177064410374
1091,0.506068058664
1092,0.66523719903
1093,0.700344778201
1094,0.346784629342
1095,0.867675159395
1096,0.173819386871
1097,0.289357881543
1098,0.642829042016
1099,0.175429047437
1100,0.892124916062
1101,0.133709693188
1102,0.133748565354
1103,0.113131984484
1104,0.246604206565
1105,0.793452552277
1106,0.419105415758
1107,0.333463819654
1108,0.668113699586
1109,0.247095498266
1110,0.900695965465
1111,0.134083315823
1112,0.843760096455
1113,0.141583557338
1114,0.848713101591
1115,0.137248304291
1116,0.87732705238
1117,0.584054162047
1118,0.135429473951
1119,0.668090133131
1120,0.127766605827
1121,0.158211834338
1122,0.250682905256
1123,0.896975354962
1124,0.130640424826
1125,0.129511239655
1126,0.371761905075
1127,0.138198336952
1128,0.258523815167
1129,0.149334324088
1130,0.834496804771
1131,0.89946594482
1132,0.875410447896
1133,0.825021396809
1134,0.358002455063
1135,0.113197870711
1136,0.12286604995
1137,0.322695201644
1138,0.868595870837
1139,0.19367098753
1140,0.85030616567
1141,0.599554138911
1142,0.767611165952
1143,0.162166314721
1144,0.411133803784
1145,0.139005260213
1146,0.132404587182
1147,0.113171300481
1148,0.129496454458
1149,0.135601055063
1150,0.852287592054
1151,0.137246235554
1152,0.125924758534
1153,0.137254113279
1154,0.83760936983
1155,0.64147114324
1156,0.181712427763
1157,0.113198524466
1158,0.235556701918
1159,0.113171300481
1160,0.50605470766
1161,0.145572433177
1162,0.374005263634
1163,0.129496454458
1164,0.919774680186
1165,0.651567693362
1166,0.122171842757
1167,0.862557805131
1168,0.169147218253
1169,0.146120098323
1170,0.157139818198
1171,0.178725158916
1172,0.517912633192
1173,0.699823092201
1174,0.668090133131
1175,0.622959822577
1176,0.644074402177
1177,0.109068691552
1178,0.113147704107
1179,0.389897118424
1180,0.12217224346
1181,0.134083315823
1182,0.357154163186
1183,0.562397983913
1184,0.12217224346
1185,0.322410087477
1186,0.130091839602
1187,0.132877937664
1188,0.801590616912
1189,0.239470254107
1190,0.358464563055
1191,0.130506245993
1192,0.11175193194
1193,0.182122996916
1194,0.142585924107
1195,0.138943978424
1196,0.668090133131
1197,0.819529669524
1198,0.387572124881
1199,0.708068424849
1200,0.277338823974
1201,0.401940611163
1202,0.144554418198
1203,0.147111146501
1204,0.113173267763
1205,0.639092811454
1206,0.902427463784
1207,0.686758420888
1208,0.308230618659
1209,0.183855966332
1210,0.132064043938
1211,0.214990210157
1212,0.132867360276
1213,0.143965078843
1214,0.172655485944
1215,0.362863369824
1216,0.916810701824
1217,0.135359006566
1218,0.880599722932
1219,0.374869123405
1220,0.159146308442
1221,0.180864676628
1222,0.820431602113
1223,0.372848882508
1224,0.122171842757
1225,0.641891757712
1226,0.132067592717
1227,0.291767297242
1228,0.163667316959
1229,0.106189853569
1230,0.23342677827
1231,0.12217224346
